telephone,nom_complet,email,points_fidelite
482902643,Fontaine Louise,louise.fontaine@laposte.net,91
+33(0)469786677,Laure Girard,,491
05 90 26 83 55,Dubois Laurence,,263
05.82.09.01.91,Véronique Dupont,,332
01.64.95.87.53,Emmanuel Maillot,emmanuel.maillot@tele2.fr,469
04.95.18.00.14,Olivier Joly,,201
484119690,Raymond Alexandre,,141
04.94.29.86.24,Rodriguez Aurore,aurore.rodriguez@live.com,37
279187222,Joubert Léon,léon.joubert@orange.fr,421
08 01 81 44 06,Daniel Bonneau,daniel.bonneau@yahoo.fr,132
04.99.68.77.79,HÉLÈNE ROUSSEAU,,303
02.90.75.96.25,Briand Franck,,41
0367493455,Josette Maillard,,74
+33(0)144417832,Franck Chauvet,franck.chauvet@tiscali.fr,320
03 53 10 52 64,DENIS COLLIN,,440
298599231,Bourgeois Benjamin,,314
564339963,Aurélie Blin,,124
04.26.27.64.81,Moreau Patrick,,142
233554601,Lucas Verdier,lucas.verdier@orange.fr,124
+33476116465,Michèle Lecomte,michèle.lecomte@noos.fr,177
456891580,Sabine Guilbert,sabine.guilbert@voila.fr,353
04.56.40.85.50,Olivier Lorraine,lorraine.olivier@yahoo.fr,333
04 69 70 32 17,Arthur Blanchard,arthur.blanchard@voila.fr,287
01 55 55 58 90,MARGOT POULAIN,,99
369162458,RIOU NICOLAS,nicolas.riou@tiscali.fr,209
04.87.17.69.66,JULIE GAILLARD,,132
0532259155,Guilbert Charles,,61
0545253263,Leblanc Louis,louis.leblanc@free.fr,359
0490807487,Émilie Pascal,,359
05 08 40 96 41,MOREAU PAULINE,pauline.moreau@hotmail.fr,160
0472608362,Marguerite Hamel,marguerite.hamel@voila.fr,195
04 82 81 29 92,Aubry Jérôme,,23
03.20.78.99.38,François Arnaude,,345
235266404,Christelle Sauvage,,279
02.29.88.14.51,Teixeira Célina,,366
0489856139,Normand Antoinette,,112
+33176616457,Benoît Royer,,90
+33(0)222423222,Christophe Voisin,christophe.voisin@hotmail.fr,252
05.19.73.79.54,CHARLES BOULANGER,charles.boulanger@sfr.fr,54
465491352,Mathilde Bazin,,470
0579068980,Pinto Maryse,,179
360456299,Margot Cohen,,104
05 94 66 42 60,Maillet Gabrielle,,219
+33(0)345560217,HENRI JOLY,henri.joly@gmail.com,391
04 13 76 97 22,JEANNE LEFORT,,12
02.14.49.16.65,Adélaïde Torres,adélaïde.torres@ifrance.com,332
241972794,Auguste Gallet,,256
229341241,Véronique Fouquet,véronique.fouquet@live.com,28
+33326701961,Maillot Geneviève,geneviève.maillot@gmail.com,146
05.36.07.39.74,Bernard Rocher,,193
437830134,Chevallier Élisabeth,,184
+33376341185,Rodriguez Guy,,363
03.82.56.71.70,MARGUERITE DUPUY,,67
02 31 05 22 90,Chauvin Aimé,aimé.chauvin@noos.fr,278
02 29 48 10 21,Martineau Zoé,zoé.martineau@noos.fr,109
04.56.59.99.15,Emmanuelle Perrot,,198
+33556572035,MARCHAND NATHALIE,nathalie.marchand@bouygtel.fr,36
05 47 70 52 84,Mathilde Berthelot,,122
587396096,ROBERT BRUNET,,457
243136780,Noémi Hernandez,,136
04.72.84.90.54,LE ROUX JOSETTE,josette.leroux@sfr.fr,268
02 61 29 29 29,Raynaud Roland,,209
250922907,FOURNIER DOROTHÉE,,251
04.15.11.12.11,Salmon Christine,christine.salmon@club-internet.fr,219
368257779,Roussel Sabine,sabine.roussel@bouygtel.fr,476
0546405973,CLAUDINE LABBÉ,claudine.labbé@laposte.net,126
420491429,DELAUNAY ÉDOUARD,édouard.delaunay@noos.fr,288
+33(0)361704557,BERTRAND LUCY,,134
297937699,Guibert Eugène,eugène.guibert@voila.fr,149
01 78 22 52 15,Launay Juliette,,174
555333127,Agathe Guillou,,42
03.83.53.00.80,Louis Lorraine,,209
04.13.12.32.49,VIRGINIE TRAORE,,331
0434654777,Julien Joubert,,221
05.35.21.80.22,FERNANDES MICHÈLE,,487
05 53 34 23 44,Suzanne Weber,,289
+33(0)370397516,Caroline Valentin,caroline.valentin@hotmail.fr,113
01.42.00.30.51,Daniel Constance,constance.daniel@free.fr,18
04.94.78.89.44,Nicole Mendès,,32
+33(0)221014387,Langlois Marie,marie.langlois@club-internet.fr,348
0581774946,MARCEL MARTY,marcel.marty@tele2.fr,238
02 29 92 74 39,PERROT CLAIRE,claire.perrot@wanadoo.fr,178
01 40 27 09 09,Maggie Bègue,,299
04.91.76.68.68,MAURY GENEVIÈVE,geneviève.maury@orange.fr,349
518672851,Bousquet Denis,,199
05 49 18 16 04,ZOÉ GUIBERT,,151
236781402,Lucy Garnier,,104
0559985279,DAVID MARTINEZ,david.martinez@tiscali.fr,36
02 55 44 44 01,JEAN HAMON,jean.hamon@gmail.com,59
456768518,Pierre Benoit,pierre.benoit@laposte.net,17
02 61 76 64 59,Tristan Vasseur,,413
355923555,ÉLISE DELORME,,280
02.61.18.99.88,Samson Joseph,joseph.samson@gmail.com,452
+33310305935,Aimé Alves,aimé.alves@orange.fr,312
0244861988,Stéphanie Michel,,169
+33(0)279693786,CHRISTINE DE OLIVEIRA,christine.deoliveira@sfr.fr,345
382620686,Royer Noémi,noémi.royer@laposte.net,500
0466601788,Baron Jacques,,140
411430240,Bernadette Gautier,bernadette.gautier@tiscali.fr,394
139396522,ÉDOUARD MERCIER,,387
246195096,Alexandre Gomes,alexandre.gomes@dbmail.com,403
04.77.78.36.20,Charpentier Aurore,,204
498836020,Céline Lefort,,254
02 49 58 62 86,SUZANNE LECOQ,,421
05.58.60.12.30,ALEX LE GOFF,alex.legoff@free.fr,310
04.37.83.70.65,Le Roux Lorraine,lorraine.leroux@noos.fr,227
0383677721,Perrot Aimée,,490
769708910,Nathalie Ruiz,,371
0547991200,Costa Andrée,andrée.costa@ifrance.com,352
0519769323,Julien Bertrand,julien.bertrand@sfr.fr,360
03.66.69.91.68,Ferrand Marine,marine.ferrand@noos.fr,400
02 61 83 17 48,ÉDOUARD GAUDIN,,41
+33362510441,Laurent Christiane,,245
467250032,Cohen Cécile,cécile.cohen@free.fr,207
03 88 60 65 29,Julie Potier,,182
173692917,LOMBARD ÉLISE,,27
297480724,Duhamel Christophe,christophe.duhamel@gmail.com,468
+33(0)179270377,Martel François,françois.martel@free.fr,232
567410972,Regnier Christiane,christiane.regnier@dbmail.com,256
381002049,Claude Renault,claude.renault@hotmail.fr,112
02 38 88 68 69,Marine Le Gall,,488
+33170109975,LUCE REY,,87
444712251,Emmanuel Techer,emmanuel.techer@laposte.net,140
03.39.67.91.57,COLLET THÉRÈSE,thérèse.collet@club-internet.fr,104
01.73.70.33.24,LETELLIER ASTRID,,46
04.66.91.19.06,Buisson Maurice,,407
03.25.55.16.29,Costa Susanne,,76
590609051,Claudine Barbe,claudine.barbe@free.fr,341
258257238,BOULAY ÉLISE,,50
221860181,ANTOINETTE LAURENT,antoinette.laurent@gmail.com,194
0438397730,Da Costa Gabrielle,,351
01.60.53.60.92,Sophie Maillot,sophie.maillot@tele2.fr,212
03.22.93.27.76,Emmanuel Guillou,,24
02 22 27 52 71,Hugues Vidal,,329
03 10 51 75 80,GENEVIÈVE MORENO,geneviève.moreno@bouygtel.fr,458
03 56 84 09 53,Diaz Léon,,65
+33344741753,Clerc Pierre,pierre.clerc@live.com,222
+33(0)164587933,Coulon Claire,,350
0222581227,GENEVIÈVE CHARTIER,geneviève.chartier@tele2.fr,499
475893703,Lévêque Claire,claire.lévêque@wanadoo.fr,245
02 19 49 90 27,Geneviève Leroux,,350
164720888,Gabriel Lecomte,gabriel.lecomte@wanadoo.fr,327
477383558,Sébastien Bertrand,,42
01 56 85 52 32,HOARAU BERNARD,bernard.hoarau@yahoo.fr,305
437419127,Marie Daniel,,79
+33519730860,Dorothée Le Gall,,277
05.32.69.61.00,STÉPHANE TEXIER,,460
04.80.34.53.19,Rémy Guillaume,rémy.guillaume@laposte.net,251
04.34.18.32.13,Barbe André,,21
352378752,PERRIN CÉLINA,,207
381292411,Susanne Bousquet,susanne.bousquet@tiscali.fr,48
0386549506,DENIS ÉLISE,,284
+33432228015,Margaud Guérin,,396
177881943,Valérie Lopes,,299
155759206,Seguin Mathilde,mathilde.seguin@bouygtel.fr,409
261386954,Alves Paul,paul.alves@ifrance.com,430
04.22.66.96.68,Delaunay Augustin,augustin.delaunay@gmail.com,391
03.76.28.50.51,Adélaïde Diallo,,214
358573925,Da Silva Aurélie,,225
05 08 28 92 19,Alves Alice,alice.alves@orange.fr,328
426145910,Alain Legros,alain.legros@wanadoo.fr,242
0356090388,Pasquier Dominique,,328
251335911,ARNAUD ANTOINETTE,,74
547378919,LAPORTE THOMAS,,333
03 53 96 14 24,Margot Hubert,,111
299553313,Martin Martin,,325
05.63.48.77.64,Berthelot Philippe,philippe.berthelot@live.com,443
05 90 24 43 42,Christine Bertin,,90
0481637169,Christine Baudry,,190
06.18.48.18.57,Guyon Josette,josette.guyon@free.fr,337
04.63.77.49.88,Carre Aurore,aurore.carre@live.com,255
03.88.41.86.40,Patrick Laurent,,58
05.17.27.49.39,Denise Maillard,,55
05 63 55 31 26,Navarro André,,149
+33155639273,Jacqueline Girard,,76
03 84 86 25 26,Julie Moreau,,356
546828547,Roland Delannoy,roland.delannoy@voila.fr,205
0279009772,BERTHELOT CAPUCINE,capucine.berthelot@wanadoo.fr,329
497555000,Benjamin Ruiz,benjamin.ruiz@bouygtel.fr,447
0427389032,AMÉLIE BOULAY,amélie.boulay@live.com,49
367598735,Letellier Jules,,333
499366580,Perrin Michelle,michelle.perrin@orange.fr,35
04.71.61.43.17,Gauthier André,andré.gauthier@orange.fr,48
03 76 40 82 74,Bernadette Weber,bernadette.weber@hotmail.fr,352
05 53 50 55 43,MARCHAL OCÉANE,océane.marchal@orange.fr,188
139581981,Jean Olivier,,321
532610163,Carpentier Édouard,,276
01 53 44 06 65,FERRAND PÉNÉLOPE,,492
04.80.01.65.90,Louis Laurent,,377
01.43.03.06.59,Arnaude Guérin,arnaude.guérin@laposte.net,75
+33(0)457098763,Lemaire Valentine,valentine.lemaire@live.com,409
0169089762,Franck Cousin,,161
03 73 51 02 10,Leconte Louise,,404
02.41.23.83.06,ARTHUR BOUVET,arthur.bouvet@bouygtel.fr,77
01 74 30 34 03,OLIVIER DUHAMEL,olivier.duhamel@voila.fr,219
01.41.34.13.73,Luc Perret,luc.perret@hotmail.fr,25
03.53.80.03.98,Petit Matthieu,,222
04.22.85.14.90,Alexandre Rivière,,122
03 68 12 03 87,Thomas Lévêque,,42
+33222954965,PERON GENEVIÈVE,geneviève.peron@voila.fr,306
05 94 40 09 04,Michel Delattre,,107
03.55.76.45.39,CLÉMENCE RAYMOND,,310
148875220,Alexandre Morin,alexandre.morin@live.com,11
415199310,Laroche Roger,,55
01 42 20 96 14,Jacob Grégoire,grégoire.jacob@noos.fr,177
535804697,Martinez Christine,christine.martinez@club-internet.fr,99
04.30.78.60.16,Martins Andrée,andrée.martins@free.fr,130
594133826,René Duval,,151
01.69.65.73.23,Sébastien Lévêque,,498
02 56 09 97 71,Aimé Rolland,aimé.rolland@laposte.net,223
532492884,Mahe Alice,,134
174511289,Pruvost Françoise,,29
01 76 08 54 47,Diane Jacquet,,307
+33(0)362022405,Guyot Rémy,,236
536504169,Maurice Gérard,,105
540491786,PIERRE LACROIX,,267
172222942,CHARTIER NATH,,318
03.22.32.38.88,Étienne Éléonore,,274
01 74 08 92 77,Susanne Schmitt,,316
0519039184,Bonnet Aurélie,,54
456180469,Maryse Thibault,,300
03.90.78.49.30,MAILLET INÈS,,131
04 26 85 08 25,TOUSSAINT ODETTE,odette.toussaint@gmail.com,251
01.82.75.47.30,Alexandria Jacquet,alexandria.jacquet@hotmail.fr,281
+33(0)390918771,Lorraine Launay,lorraine.launay@hotmail.fr,398
0183569593,Roux Grégoire,,448
456816400,Henri Lacroix,henri.lacroix@gmail.com,145
04.99.96.15.70,Maillard Isabelle,isabelle.maillard@dbmail.com,60
03.66.42.41.92,XAVIER COULON,,219
231286600,Alexandre Josette,,297
519174408,Mathilde Pineau,mathilde.pineau@sfr.fr,297
02 51 00 31 85,Guillaume Neveu,guillaume.neveu@orange.fr,64
05 33 47 66 57,Édouard Navarro,,269
386704540,Clémence Hamon,clémence.hamon@tele2.fr,476
0143579559,Diaz Louis,,48
04.99.10.20.83,MADELEINE MUNOZ,madeleine.munoz@laposte.net,190
04 74 27 63 41,BUISSON AUGUSTE,auguste.buisson@orange.fr,284
587566866,MARGOT EVRARD,,358
04 65 13 61 73,Bruneau Édouard,,453
04 30 30 54 48,WEBER DOROTHÉE,,404
02.61.71.12.07,Alex Clerc,,323
02 40 84 94 42,Louis Bouvier,,319
+33354071485,ZOÉ NICOLAS,zoé.nicolas@live.com,435
508890224,CONSTANCE HENRY,,129
04 13 44 36 64,Garcia Aurore,,289
02 40 48 07 91,Pages Nicolas,nicolas.pages@voila.fr,34
285831316,BERTRAND LEROUX,,206
367062832,Guyot Henri,henri.guyot@bouygtel.fr,209
508601346,Rivière René,,148
373310780,ADÉLAÏDE GIMENEZ,,199
02 22 18 80 59,Sanchez Christophe,,256
04 74 57 29 90,Voisin Aurélie,aurélie.voisin@live.com,176
04 84 47 85 74,Agathe Berger,,441
411818630,Fournier Marine,marine.fournier@tele2.fr,38
02 54 45 27 72,Martins Louise,louise.martins@noos.fr,21
+33(0)222812110,Marchand Denise,,253
04.32.88.14.24,Allain Marine,,126
0175349688,COSTE THIERRY,,425
03.60.23.88.95,ÉDITH ROBERT,édith.robert@voila.fr,310
+33(0)581340382,THÉOPHILE CARPENTIER,,470
272695841,Françoise Julien,,325
+33369609740,HENRI BOULAY,henri.boulay@laposte.net,122
02.77.55.78.81,ADRIEN SAUVAGE,,153
444809049,Éric Didier,,177
253987790,Gonzalez Pauline,,216
05.82.15.80.61,Guichard Auguste,auguste.guichard@dbmail.com,184
+33471959140,BOUCHET DANIEL,,393
01.72.14.83.83,Mahe Margaux,,404
489545273,GONZALEZ RÉMY,,483
299587351,Joseph Auger,,331
+33442878174,Vidal Arnaude,arnaude.vidal@noos.fr,268
03 55 58 73 80,GUILLAUME PINEAU,,124
02 51 12 22 97,HOARAU ALEXANDRE,,240
388014235,Coulon Marthe,marthe.coulon@laposte.net,11
0463406700,FOUCHER PATRICIA,patricia.foucher@tele2.fr,325
183501128,Vallée Gilles,gilles.vallée@noos.fr,263
03.29.74.38.31,Manon Vincent,manon.vincent@gmail.com,482
04.50.21.87.14,Marcelle Allain,marcelle.allain@bouygtel.fr,99
380738479,Suzanne Hamon,,345
0390352592,JULIEN DUPUY,julien.dupuy@ifrance.com,32
04.82.90.69.56,Hortense Guillot,,495
+33(0)147108703,BLOT ROBERT,,361
02 79 77 48 61,Pierre Jeannine,jeannine.pierre@laposte.net,348
02 78 34 88 98,Normand Élodie,,84
04 98 76 38 18,BERTRAND STÉPHANIE,stéphanie.bertrand@tele2.fr,89
04 93 30 17 32,Simon Agnès,,267
+33(0)345196072,Colette Gillet,,321
02.32.92.11.60,Dubois Sabine,,217
290035103,Hamon Stéphane,,153
02.72.61.20.73,De Sousa Laurent,,45
05.62.46.37.40,PINTO ANOUK,anouk.pinto@wanadoo.fr,391
03 61 43 86 36,DE OLIVEIRA ODETTE,,447
0221227132,BIGOT DENISE,,212
04 82 79 23 59,ROUSSEAU PAULETTE,,360
182181601,DE SOUSA AUDREY,audrey.desousa@sfr.fr,235
557899325,LEFEBVRE PAULINE,pauline.lefebvre@voila.fr,26
484356359,Reynaud Bertrand,,251
+33(0)596263328,BLANCHET OLIVIE,,272
+33(0)173877883,PIRES ADÉLAÏDE,adélaïde.pires@laposte.net,443
04.15.22.68.55,Simone Colas,,467
05.45.24.11.70,Brun Henriette,,241
173926157,PATRICIA LACROIX,,111
+33(0)277447269,Bernard Lemaître,bernard.lemaître@voila.fr,38
04 15 23 11 02,Luc Leclerc,luc.leclerc@voila.fr,305
380448119,Joseph Olivier,,396
01 41 82 05 06,Stéphanie Michaud,,186
03.59.15.86.52,MARTEL ALFRED,alfred.martel@hotmail.fr,361
02 55 45 16 49,ALVES MICHÈLE,,240
02.96.64.40.43,Normand Victoire,victoire.normand@ifrance.com,72
01.46.76.53.80,Étienne Françoise,françoise.étienne@yahoo.fr,316
249476184,Valentine Ferreira,valentine.ferreira@dbmail.com,427
0423093491,MOULIN JULIEN,,113
143160220,Louise Dijoux,louise.dijoux@sfr.fr,258
04.38.68.91.91,Dupont Théodore,,491
+33148436181,Théodore Lambert,théodore.lambert@sfr.fr,291
04 69 87 33 69,Margaud Diaz,,459
344772808,Lucie Courtois,lucie.courtois@live.com,151
561584507,Louis Vincent,,233
01 30 98 63 54,Valentine Lemaître,,482
05.94.12.50.55,Renault Audrey,audrey.renault@free.fr,358
01 42 66 85 02,Simone Caron,simone.caron@noos.fr,115
04 93 11 69 57,Ledoux Laurent,,360
0362844955,Mallet Colette,colette.mallet@gmail.com,359
+33(0)494642833,Rousseau Lucas,,110
04.38.48.48.01,MARIE GUILLOT,marie.guillot@tiscali.fr,327
03 83 97 46 75,Lucas Mary,lucas.mary@tele2.fr,487
438858445,Alves Frédérique,frédérique.alves@club-internet.fr,329
01 82 34 31 96,RAYMOND LAINE,raymond.laine@sfr.fr,492
+33(0)483790068,Ferreira Guillaume,,188
0467786964,Weiss Gabrielle,gabrielle.weiss@laposte.net,267
413546515,Thomas Denis,,131
+33(0)240852738,PARIS AURORE,,182
03 90 87 94 86,MATTHIEU LEDOUX,,75
+33(0)545665914,Legros Thérèse,,381
04 76 19 29 80,Agathe Gauthier,,99
05 81 56 73 90,Capucine Auger,,232
356522693,Martin Nicole,,491
0383313615,Thomas Carlier,,35
379272833,ANAÏS ALLARD,anaïs.allard@noos.fr,416
02 61 66 11 13,Émile Boutin,,213
0519449197,BERTHELOT ADRIENNE,,311
03 59 95 98 90,Pineau Jacques,,341
248819524,Anaïs Maillet,anaïs.maillet@tiscali.fr,219
170155388,Petit Margaux,,38
03.87.88.84.85,Rousseau Gérard,,110
03 69 19 98 03,Bouvier Théodore,théodore.bouvier@yahoo.fr,59
0173261621,Petit Caroline,,456
04 13 26 17 24,Legendre Victoire,victoire.legendre@yahoo.fr,69
+33(0)344896073,Bernadette Gaillard,,173
02 55 95 97 44,NOËL PICARD,,94
262844144,MARTINE GUICHARD,,373
04 81 53 93 83,Alain Brun,,390
142706750,LUC BOYER,,237
03 23 99 84 90,André Ledoux,,439
02 47 49 38 06,Faure Amélie,amélie.faure@sfr.fr,315
03 88 96 02 97,Evrard Margot,margot.evrard@ifrance.com,125
327680972,BLONDEL CLAUDINE,,285
06.98.83.88.99,Philippe Richard,philippe.richard@laposte.net,181
04 77 95 87 75,BERNADETTE VASSEUR,,232
03.24.66.87.26,PAYET ASTRID,astrid.payet@tele2.fr,467
243860039,Fleury Charles,,332
0252970768,Laure Monnier,,172
+33(0)371708098,Claudine Maury,,375
04 77 73 72 79,Patrick Couturier,patrick.couturier@live.com,176
172924108,BARBE JOSEPH,,38
01.39.11.81.05,Emmanuelle Martel,,129
254753900,FERNANDEZ SUZANNE,suzanne.fernandez@club-internet.fr,382
01.49.38.41.42,RÉMY GERMAIN,rémy.germain@wanadoo.fr,363
+33(0)272571981,Devaux Aurore,,491
0562617124,CHARPENTIER GÉRARD,,261
02 44 95 96 77,Potier Charles,,349
368024038,MANON DIAZ,,101
05 64 38 89 80,Chantal Bernard,chantal.bernard@tiscali.fr,264
01.44.64.99.00,ALEXANDRIE DELATTRE,,496
01.69.80.37.62,Benoît Fleury,,211
03 22 74 32 60,Henri Leconte,,116
0175410045,Bourgeois Astrid,,57
01.43.24.11.70,LELEU ALFRED,,60
561927484,Catherine Langlois,,457
04.99.11.17.25,Joseph Christine,,96
581232669,SOPHIE CHEVALLIER,,83
04.89.79.36.08,Couturier Laetitia,laetitia.couturier@tele2.fr,228
0250579617,Alves Roland,roland.alves@sfr.fr,372
246552336,AGNÈS BESSON,,233
497635399,Lecoq Alexandre,alexandre.lecoq@noos.fr,401
01 75 20 34 99,CHEVALIER ÉLÉONORE,éléonore.chevalier@dbmail.com,39
01.53.93.22.86,LE GALL ZACHARIE,,184
0486103941,SUZANNE GUIBERT,,33
04 82 13 90 35,Jacquot Danielle,danielle.jacquot@wanadoo.fr,237
01.60.02.17.85,Cousin Thibaut,,122
+33(0)498230870,Ferrand Yves,,466
+33498605570,Suzanne Joly,suzanne.joly@sfr.fr,362
390704475,ARTHUR GUILLAUME,,41
04.34.73.05.32,Jacques Berthelot,,485
03 62 43 98 74,Rodrigues Paulette,,131
04 57 91 88 95,Jean De Sousa,,450
290762160,Maillot Émile,émile.maillot@sfr.fr,66
04 63 57 91 15,Hardy Alphonse,alphonse.hardy@sfr.fr,235
05 59 26 14 48,Goncalves Étienne,,54
04 27 28 83 43,Courtois Matthieu,matthieu.courtois@sfr.fr,347
02.52.86.67.17,Mercier Laetitia,,291
0382201836,Brunel Luce,,478
328834448,Normand Théodore,,265
0176725889,AURORE LEBLANC,aurore.leblanc@tele2.fr,182
279142466,PAULINE MAILLOT,,292
+33(0)587321904,Auguste De Oliveira,,122
+33(0)357641530,Jean Payet,,476
02 54 19 74 81,Marthe Maury,,328
03 82 24 22 12,DANIEL LOUIS,daniel.louis@dbmail.com,178
02.21.10.44.99,ALVES FRÉDÉRIC,frédéric.alves@tele2.fr,396
+33(0)489616824,Diallo Pénélope,,65
03 28 50 08 09,Hamel Christiane,,379
04 81 08 73 03,MICHEL LUCIE,,436
0372981527,Étienne Dupont,étienne.dupont@wanadoo.fr,434
03.65.96.98.01,Frédérique Dufour,,330
02 36 52 19 40,Huet Martin,martin.huet@ifrance.com,285
422835192,Lecoq Émile,émile.lecoq@tiscali.fr,488
04 65 44 57 40,BOUCHER PHILIPPINE,,303
178733667,TEXIER VALENTINE,,166
04 80 87 20 57,DANIELLE BAZIN,,224
+33(0)491608700,Michel Lemoine,,464
+33(0)471614803,Verdier Marie,,477
02.28.13.61.57,Boulanger Hugues,hugues.boulanger@noos.fr,463
01.70.14.05.82,Delorme Anne,,468
04 95 47 74 43,Dufour Martin,martin.dufour@free.fr,142
04.81.44.36.08,DOMINIQUE FOUCHER,dominique.foucher@tele2.fr,361
+33(0)386295900,CORINNE RODRIGUEZ,,352
381650310,Adrienne Allain,,471
449564240,CLAUDINE GOSSELIN,,119
0486357034,Maillot Odette,,81
0344429042,Josette Rousseau,,445
05.08.02.89.10,Seguin Catherine,,145
+33491184018,Carre Richard,,272
02 14 59 38 90,Margaret Gaudin,margaret.gaudin@tiscali.fr,281
02 45 20 08 42,Wagner Cécile,cécile.wagner@wanadoo.fr,89
05 17 24 59 93,Guillet Jeannine,jeannine.guillet@free.fr,148
482333914,François Charrier,,361
497929761,CLAUDE DELATTRE,,389
357135305,Camille Payet,,62
04 95 73 67 49,Lemoine Océane,,172
03.62.71.57.43,Vaillant Henriette,henriette.vaillant@dbmail.com,11
05 53 89 78 20,COURTOIS ALEXANDRIA,,55
0237058298,GABRIELLE COLLET,,409
02.90.51.97.05,Marthe Chartier,,380
03.10.65.98.00,Claudine Allard,,39
03 69 74 22 86,Collin Camille,,434
0214348778,Margot Fleury,margot.fleury@sfr.fr,337
05.53.32.21.40,Courtois Nath,nath.courtois@orange.fr,333
329095893,DEVAUX ANTOINE,antoine.devaux@voila.fr,30
03.28.00.21.87,Suzanne Guibert,suzanne.guibert@voila.fr,39
531655357,ALIX MARÉCHAL,,225
05.81.61.78.86,Renard Astrid,,468
141692089,AMÉLIE BAZIN,,210
562536193,GIRARD LAETITIA,laetitia.girard@hotmail.fr,364
03.69.21.81.47,MARION AIMÉE,,363
03.27.43.59.34,Gosselin Claire,,196
0427583822,Bourdon Josette,,407
02.44.57.19.13,Benoît Duval,,223
269126276,CHRISTINE GIRARD,christine.girard@gmail.com,379
02 30 50 80 16,CHARPENTIER JEAN,jean.charpentier@sfr.fr,87
01.40.18.67.69,Jacques Chauvin,,285
+33143781019,SIMONE VOISIN,simone.voisin@hotmail.fr,386
04 30 68 47 61,Carlier Alexandria,,464
468323987,Théodore Lévêque,,475
468630928,Augustin Chevallier,,272
236647902,PAUL MARCELLE,marcelle.paul@orange.fr,62
285936373,Camille Royer,camille.royer@ifrance.com,278
285235342,Camille Hoareau,,22
596719430,Dijoux Marguerite,,106
02.57.78.13.40,Marc Lefèvre,,394
+33147618512,Lucas Julie,,251
02 55 92 40 49,Delahaye Édith,,294
0581492530,Besson Émilie,,229
+33323822681,Marques Bernard,,219
536486894,LOPEZ ANAÏS,anaïs.lopez@ifrance.com,380
04 90 38 54 40,Rolland Christine,,203
255896109,Olivier Moulin,olivier.moulin@tele2.fr,199
